Name,Ingredients,Station,Location,Meal Type,Item ID,DiningHall
Shredded Cheddar Cheese,"Ingredients: Shredded Cheddar Cheese (pasteurized milk, cheese culture, salt, enzymes and annatto [if colored]. potato starch and powdered cellulose added to prevent caking)",Saute,Saute,breakfast,17,Marciano
Egg Whites,"Ingredients: Liquid Egg Whites (egg whites, guar gum, and triethyl citrate)",Saute,Saute,breakfast,18,Marciano
Fried Egg,"Ingredients: Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Large Whole Eggs",Saute,Saute,breakfast,19,Marciano
Swiss Cheese,"Ingredients: Swiss Cheese Slices (pasteurized part-skim milk, cheese culture, salt, enzymes)",Saute,Saute,breakfast,20,Marciano
Feta Cheese Crumbles,"Ingredients: Crumbled Feta Cheese (feta cheese [cultured pasteurized milk, salt, enzymes], powdered cellulose [to prevent caking], natamycin [a natural mold inhibitor])",Saute,Saute,breakfast,21,Marciano
Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  )",Saute,Saute,lunch,70,Marciano
Seasoned Rice,"Ingredients: Water, White Rice (long grain rice enriched with iron [ferric orthophosphate], niacin, thiamin [thiamin mononitrate] and folic acid), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute,lunch,71,Marciano
Jasmine Rice,"Ingredients: Water, Jasmine Rice ([thai hom mali jasmine rice])",Saute,Saute,lunch,72,Marciano
Lo Mein Noodles,"Ingredients: Water, Yakisoba Noodles (bleached wheat flour, water, less than 2% of wheat gluten, tapioca starch, salt, dough conditioner [salt, enriched wheat flour [wheat flour, niacin, reduced iron, thiamin mononitrite, riboflavin, folic acid], dextrose, sugar, malted barley flour, monoglycerides, diacetyl tartaric acid esters of mono-diglycerides [datem] and less than 2% of soybean oil, l-cysteine hydrochloride, ascorbic acid, enzymes], canola oil, flour mix [wheat flour, fd&c yellow #5, yellow #6], corn starch, potassium carbonate, potassium bicarbonate, potassium sorbate [preservative], sodium benzoate [preservative])",Saute,Saute,lunch,73,Marciano
Pad Thai Noodles,Ingredients: Rice Noodles (rice flour),Saute,Saute,lunch,74,Marciano
Zucchini Noodle,"Ingredients: Fresh Zucchini, Fresh Tomatoes, Water, Extra Virgin Olive Oil, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Spaghetti (semolina [wheat], durum wheat flour, vitamin b3 [niacin], ferrous sulfate [iron], vitamin b1 [thiamin mononitrate], vitamin b2 [riboflavin], folic acid. [PROCESSED IN A FACILITY THAT USES EGG]), Fresh Basil Leaves, Fresh Garlic, Ground Black Pepper, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Saute,Saute,lunch,75,Marciano
Sliced Red Peppers,Ingredients: Fresh Bell Pepper,Saute,Saute,lunch,76,Marciano
Snow Peas,Ingredients: Fresh Snow Peas,Saute,Saute,lunch,77,Marciano
Julienned Baby Bok Choy,Ingredients: Bok Choy,Saute,Saute,lunch,78,Marciano
Sliced Red Onions,Ingredients: Fresh Red Onion,Saute,Saute,lunch,79,Marciano
Diced Tomatoes,Ingredients: Fresh Tomatoes,Saute,Saute,lunch,80,Marciano
Edamame,"Ingredients: Water, Shelled Edamame (soybeans)",Saute,Saute,lunch,81,Marciano
Red Cabbage,Ingredients: Fresh Cabbage,Saute,Saute,lunch,82,Marciano
Corn,Ingredients: Frozen Corn Kernels,Saute,Saute,lunch,83,Marciano
Chopped Fresh Spinach,Ingredients: Fresh Spinach,Saute,Saute,lunch,84,Marciano
Green Peas,Ingredients: Frozen Green Peas,Saute,Saute,lunch,85,Marciano
Velvetized Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Liquid Egg Whites (egg whites, guar gum, and triethyl citrate), Corn Starch",Saute,Saute,lunch,86,Marciano
Baked Chicken,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute,lunch,87,Marciano
Velvetized Pork,"Ingredients: Boneless Pork Loin, Liquid Egg Whites (egg whites, guar gum, and triethyl citrate), Corn Starch",Saute,Saute,lunch,88,Marciano
Shrimp,"Ingredients: Water, White Shrimp (shrimp, water, salt and sodium tripolyphosphate [to retain moisture])",Saute,Saute,lunch,89,Marciano
Shrimp Pad Thai,"Ingredients: Water, Rice Noodles (rice flour), Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Bean Sprouts (bean sprouts, water, salt, ascorbic acid [to maintain color], citric acid), White Shrimp (shrimp, water, salt and sodium tripolyphosphate [to retain moisture]), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Granulated Sugar, Fish Sauce (anchovy extract, salt, sugar, water, contains less than 2% of sugar), ""NUT PEANUT DRY ROASTED SALTED - CHOPPED"" (ingredient details unavailable at this time), Thai Red Curry Paste (garlic, red chili pepper, soybean oil, lemongrass, galangal root [thai ginger], salt, shallot, coriander root, makrut lime peel & spices), Fresh Garlic, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Ketchup (tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring), Seasoned Rice Wine Vinegar (rice wine vinegar [diluted with water to 4.5% acidity], sugar, salt, potassium metabisulfite [preservative], caramel color), Scallion, Fresh Cilantro, Fresh Lime",Saute,Saute,lunch,90,Marciano
Shrimp Pad Thai,"Ingredients: Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Granulated Sugar, Fish Sauce (anchovy extract, salt, sugar, water, contains less than 2% of sugar), Thai Red Curry Paste (garlic, red chili pepper, soybean oil, lemongrass, galangal root [thai ginger], salt, shallot, coriander root, makrut lime peel & spices), Fresh Garlic, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Ketchup (tomato concentrate from red ripe tomatoes, distilled vinegar, high fructose corn syrup, corn syrup, salt, spice, onion powder, natural flavoring), Seasoned Rice Wine Vinegar (rice wine vinegar [diluted with water to 4.5% acidity], sugar, salt, potassium metabisulfite [preservative], caramel color), Scallion, Fresh Cilantro",Saute,Saute,dinner,91,Marciano
Thai Beef Curry,"Ingredients: Unsweetened Coconut Milk (Unsweetened Coconut Milk (coconut milk, water, polysorbate 60, guar gum, sodium carboxyl methyl cellulose, sodium metabisulfite [preservative] contains sulfites)), Fresh Yellow Onion, Top Round (beef), Water, Thai Red Curry Paste (garlic, red chili pepper, soybean oil, lemongrass, galangal root [thai ginger], salt, shallot, coriander root, makrut lime peel & spices), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Linguine Pasta (semolina (wheat), durum wheat flour, vitamin b3 (niacin), iron (ferrous sulfate), vitamin b1 (thiamine mononitrate), vitamin b2 (riboflavin), folic acid [PROCESSED IN A FACILITY THAT USES EGG]), Scallion, Fresh Gingerroot, Montreal Steak Seasoning (coarse salt, spices [including black pepper and red pepper], garlic, onion, sunflower oil, natural flavor and extractives of paprika), Fresh Cilantro, Gluten-Free Tamari Soy Sauce (water, soybeans, salt, sugar, brewing starter, alcohol, vinegar, lactic acid)",Saute,Saute,lunch,92,Marciano
Thai Green Curry Sauce,"Ingredients: Unsweetened Coconut Milk (Unsweetened Coconut Milk (coconut milk, water, polysorbate 60, guar gum, sodium carboxyl methyl cellulose, sodium metabisulfite [preservative] contains sulfites)), Green Curry Paste (chili, onion, lemongrass, garlic, salt, dextrose, kale, galangal, coriander root, kaffir lime peel, white pepper powder, cumin powder, coriander), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fish Sauce (anchovy extract, salt, sugar, water, contains less than 2% of sugar), Ground Turmeric",Saute,Saute,lunch,93,Marciano
Thai Red Curry Sauce,"Ingredients: Unsweetened Coconut Milk (Unsweetened Coconut Milk (coconut milk, water, polysorbate 60, guar gum, sodium carboxyl methyl cellulose, sodium metabisulfite [preservative] contains sulfites)), Thai Red Curry Paste (garlic, red chili pepper, soybean oil, lemongrass, galangal root [thai ginger], salt, shallot, coriander root, makrut lime peel & spices), Lime Juice ([filtered water, key west lime juice concentrate, sodium benzoate]), Fresh Basil Leaves",Saute,Saute,lunch,94,Marciano
Thai Massaman Curry Beef,"Ingredients: Unsweetened Coconut Milk (Unsweetened Coconut Milk (coconut milk, water, polysorbate 60, guar gum, sodium carboxyl methyl cellulose, sodium metabisulfite [preservative] contains sulfites)), Top Round (beef), ""DO NOT USE - VEGETABLE FRESH PEPPER CHILI THAI - SEEDED, MINCED"" (ingredient details unavailable at this time), Frozen Tamarind Puree (tamarind and water), Thai Red Curry Paste (garlic, red chili pepper, soybean oil, lemongrass, galangal root [thai ginger], salt, shallot, coriander root, makrut lime peel & spices), Fresh Russet Potato, Fennel Seed, Fresh Yellow Onion, Fish Sauce (anchovy extract, salt, sugar, water, contains less than 2% of sugar), Extra Virgin Olive Oil, Granulated Sugar, Fresh Garlic, Dried Bay Leaves, Cinnamon Sticks",Saute,Saute,lunch,95,Marciano
Hoisin Sauce,"Ingredients: Hoisin Sauce (sugar, water, soybeans, salt, sweet potato, modified corn starch, sesame seeds, garlic, wheat flour, chili peppers, spices, caramel color, acetic acid, fd&c red color no. 40)",Saute,Saute,lunch,96,Marciano
Baked Chicken,"Ingredients: Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute,dinner,168,Marciano
Create Your Own Stir Fry Station,Ingredients: Water,Saute,Saute,dinner,169,Marciano
Diced Beef,Ingredients: Top Round (beef),Saute,Saute,dinner,170,Marciano
Brown Rice,"Ingredients: Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  )",Saute,Saute,dinner,171,Marciano
Roast Pork Butt,"Ingredients: Pork Shoulder and Butt, Water, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Saute,Saute,dinner,172,Marciano
Tofu,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate)",Saute,Saute,breakfast,173,Marciano
Chopped Fresh Spinach,Ingredients: Fresh Spinach,Saute,Saute,dinner,174,Marciano
Julienned Baby Bok Choy,Ingredients: Bok Choy,Saute,Saute,dinner,175,Marciano
Shredded Carrots,Ingredients: Fresh Carrot,Saute,Saute,dinner,176,Marciano
Green Peas,Ingredients: Frozen Green Peas,Saute,Saute,dinner,177,Marciano
Sliced Mushrooms,Ingredients: Fresh Mushrooms,Saute,Saute,dinner,178,Marciano
Napa Cabbage,Ingredients: Fresh Cabbage,Saute,Saute,dinner,179,Marciano
Edamame,"Ingredients: Water, Shelled Edamame (soybeans)",Saute,Saute,dinner,180,Marciano
Sliced Zucchini,Ingredients: Fresh Zucchini,Saute,Saute,dinner,181,Marciano
Jasmine Rice,"Ingredients: Water, Jasmine Rice ([thai hom mali jasmine rice])",Saute,Saute,dinner,182,Marciano
Soy Sauce,"Ingredients: Gluten-Free Tamari Soy Sauce (water, soybeans, salt, sugar, brewing starter, alcohol, vinegar, lactic acid)",Saute,Saute,dinner,183,Marciano
Orange Zesty Sauce,"Ingredients: Zesty Orange Sauce (sugar, water, soy sauce [water, soybeans, wheat, salt], white distilled vinegar, modified cornstarch, 2% or less of garlic, toasted sesame oil, orange juice concentrate, ginger, xanthan gum, canola oil, salt, extractives of annatto, spice)",Saute,Saute,dinner,184,Marciano
Sliced Red Onions,Ingredients: Fresh Red Onion,Saute,Saute,dinner,185,Marciano
Sliced Yellow Squash,Ingredients: Fresh Yellow Squash,Saute,Saute,dinner,186,Marciano
Tomato Basil Soup,"Ingredients: Tomato Basil Soup  (chopped tomatoes [tomatoes, salt, naturally derived citric acid], vegetable stock [water, onions, cabbage, celery, mushrooms, carrots, turnips, black peppercorns, mustard seed, dill weed, thyme, bay leaves, marjoram], onions, carrots, basil, tomato paste [tomatoes], extra virgin olive oil, canola oil, garlic, sea salt, dried basil, bay leaves)",Soup,Soup,lunch,101,Marciano
Mexican Inspired Meatball Soup,"Ingredients: Albondigas (Mexican Inspired Meatball Soup)  (chicken stock [water, chicken bones, onions, celery, carrots, sea salt, garlic, parsley, white pepper, thyme, bay leaves, marjoram], diced tomatoes [tomatoes, tomato juice, salt, citric acid], meatballs [beef, water, egg whites, bread crumbs [wheat flour, salt, yeast], romano cheese [pasteurized sheep's and/or cow's milk, rennet, salt, cheese cultures, enzymes], dehydrated onion, cane sugar, salt, natural flavors], onions, carrots, parboiled long grain rice, green peppers, celery, tomato puree [tomatoes, salt, citric acid], butter [cream, salt], garlic, sea salt, cilantro, cumin, dried oregano, lime juice concentrate [100%], chipotle powder, dried thyme, white pepper)",Soup,Soup,lunch,102,Marciano
Tomato Basil Soup,"Ingredients: Tomato Basil Soup  (chopped tomatoes [tomatoes, salt, naturally derived citric acid], vegetable stock [water, onions, cabbage, celery, mushrooms, carrots, turnips, black peppercorns, mustard seed, dill weed, thyme, bay leaves, marjoram], onions, carrots, basil, tomato paste [tomatoes], extra virgin olive oil, canola oil, garlic, sea salt, dried basil, bay leaves)",Soup,Soup,dinner,191,Marciano
Mexican Inspired Meatball Soup,"Ingredients: Albondigas (Mexican Inspired Meatball Soup)  (chicken stock [water, chicken bones, onions, celery, carrots, sea salt, garlic, parsley, white pepper, thyme, bay leaves, marjoram], diced tomatoes [tomatoes, tomato juice, salt, citric acid], meatballs [beef, water, egg whites, bread crumbs [wheat flour, salt, yeast], romano cheese [pasteurized sheep's and/or cow's milk, rennet, salt, cheese cultures, enzymes], dehydrated onion, cane sugar, salt, natural flavors], onions, carrots, parboiled long grain rice, green peppers, celery, tomato puree [tomatoes, salt, citric acid], butter [cream, salt], garlic, sea salt, cilantro, cumin, dried oregano, lime juice concentrate [100%], chipotle powder, dried thyme, white pepper)",Soup,Soup,dinner,192,Marciano
Indian-Spiced Tofu Saute,"Ingredients: Extra Firm Tofu (water, organic soybeans, less than 2% of magnesium chloride, calcium sulfate), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Canned Pinto Beans (prepared pinto beans, water, salt, calcium chloride [firming agent], calcium disodium edta [promotes color retention]), Fresh Kale, Fresh Carrot, Fresh Cauliflower, Fresh Yellow Onion, Brown Lentils, Water, Fresh Garlic, Low-Sodium Gluten-Free Vegetable Base (sauteed vegetable puree mix [carrots, onions, celery], salt, sugar, maltodextrin, corn oil, 2% or less of yeast extract, water, potato starch, xanthan gum, natural flavors, carrot juice concentrate), Whole Grain Brown Rice ((long grain parboiled brown rice)  ), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Fresh Cilantro, Ground Black Pepper, Whole Cumin Seed, Ground Turmeric, Ground Cinnamon, Ground Cumin",Vegan,Vegan,lunch,121,Marciano
Brown Rice & Lentils,"Ingredients: Brown Lentils, Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  )",Vegan,Vegan,lunch,122,Marciano
Vegan Baked Penne Casserole,"Ingredients: Water, Pizza Sauce (tomatoes, tomato puree, salt, sugar, extra virgin olive oil, spices, dehydrated basil and garlic powder), Penne Pasta (semolina [wheat], niacin, ferrous sulfate [iron], thiamin mononitrate, riboflavin, folic acid. [PROCESSED IN A FACILITY THAT USES EGG]), Vegan Mozzarella Shreds (daiya oat cream blend [water, gluten-free oat flour, pea protein], tapioca starch, [highly refined] coconut oil, expeller pressed safflower oil, calcium phosphate, less than 2 percent of: corn starch, yeast extract, salt, dextrose, lactic acid, natural flavors), Nutritional Yeast (dried yeast, niacin [b3], pyridoxine hydrochloride [b6], riboflavin [b2], thiamine hydrochloride [b-1], folic acid and vitamin b-12)",Vegan,Vegan,dinner,211,Marciano
Brown Rice & Lentils,"Ingredients: Brown Lentils, Water, Whole Grain Brown Rice ((long grain parboiled brown rice)  )",Vegan,Vegan,dinner,212,Marciano
Lemon Pound Cake,"Ingredients: Pound Cake Mix (sugar, enriched flour bleached [wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid], palm oil, corn syrup solids. contains 2% or less of: egg yolk with sodium silicoaluminate, eggs with sodium silicoaluminate, egg white, salt, leavening [baking soda, monocalcium phosphate, sodium acid pyrophosphate], whey protein concentrate, propylene glycol mono and diesters, xanthan gum, mono and diglycerides, soy lecithin, whey, natural flavor, annatto and turmeric extract color), Water, Imitation Lemon Extract (water, alcohol, oil of lemon, fd&c yellow no. 5 & citral.)",Bakery,Bakery,breakfast,1,Marciano
Maple Donut Bites,"Ingredients: Confectioner Sugar (sugar, corn starch), Pure Maple Syrup (100% pure grade ""a"" dark robust taste maple syrup), Water, Vanilla Donut Hole (enriched unbleached wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, enzyme, riboflavin, folic acid], palm oil, sugar, water, soybean oil, contains less than 2% of the following: defatted soy flour, egg yolks, leavening [sodium acid pyrophosphate, baking soda], dextrose, wheat starch, salt, skim milk, modified wheat starch, potato flour, artificial flavor, sodium stearoyl lactylate)",Bakery,Bakery,breakfast,2,Marciano
Chocolate Croissant,"Ingredients: Chocolate Croissant (enriched wheat flour [wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], semisweet chocolate [sugar, chocolate liquor, cocoa butter, soy lecithin, vanilla], water, margarine [interesterified soybean oil, water, mono- and diglycerides, soy lecithin, sodium benzoate [preservative], artificial flavor, beta-carotene [color], vitamin a palmitate], sugar, yeast, less than 2% of nonfat milk, vital wheat gluten, salt, ascorbic acid, enzymes [MAY CONTAIN TREE NUTS])",Bakery,Bakery,breakfast,3,Marciano
Banana Bread,"Ingredients: Granulated Sugar, All Purpose Flour (bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Fresh Banana, Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Smart Balance Margarine (oil blend [palm, soybean, canola, and olive oil], water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural & artificial flavor, potassium sorbate and calcium disodium edta [to preserve freshness], lactic acid, vitamin a palmitate, beta-carotene color), Whole Milk (milk and vitamin d3), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Baking Soda (sodium bicarbonate), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Bakery,Bakery,breakfast,4,Marciano
Assorted Cookies ,"Ingredients: Granulated Sugar, Ground Cinnamon, Chocolate Chip Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, palm oil, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], semi-sweet chocolate chips [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, natural flavor, milk], chocolate flavored chips [sugar, fractionated interesterified vegetable fat [palm kernel and/or palm oils], cocoa powder [processed with alkali], dextrose, soy lecithin, polysorbate 60, sorbitan monostearate, natural flavor, salt, vanilla extract, milk], water, eggs, dextrose, contains 2% or less of:  butter [cream [milk], salt], molasses, water, pregelatinized wheat starch, baking soda, salt, natural and artificial flavors [MAY CONTAIN PEANUTS AND TREENUTS]), Oatmeal Raisin Cookies ((sugar, enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], rolled oats, raisins [raisins, sunflower oil], coconut, eggs, invert sugar, contains 2% or less of: water, molasses, dextrose, butter [cream [milk], salt], pregelatinized wheat starch, baking soda, salt, cinnamon, milk protein concentrate, lactose [milk], soy lecithin, artificial flavor, nonfat milk, defatted soy flour [MAY CONTAIN PEANUTS]) ), Sugar Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor[contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], eggs, butter [cream [milk], salt], contains 2% or less of: invert sugar, salt, baking soda, soy lecithin, defatted soy flour. [MAY CONTAIN PEANUTS AND TREENUTS]), Carnival Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, monoanddiglycerides, natural flavors [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], semi-sweet chocolate chips [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, vanilla extract], colored chocolate candies [semisweet and dark chocolate [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, natural flavor, milk], sugar, artificial color [titanium dioxide, red 40 lake, yellow 6 lake, yellow 6, yellow 5 lake, yellow 5, blue 1 lake, blue 1, red 3, blue 2 lake], gum acacia, corn syrup, cornstarch, confectioner's glaze [carnauba wax, beeswax, shellac]], eggs, dextrose, contains 2% or less of water, molasses, baking soda, salt, wheat starch, natural and artificial flavor [MAY CONTAIN PEANUTS AND TREENUTS])",Bakery,Bakery,lunch,31,Marciano
Ginger Vanilla Cupcake,"Ingredients: Yellow Cake Mix (enriched bleached flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid, malted barley flour], sugar, palm and soybean oil, dextrose, less than 2% of: leavening [sodium aluminum phosphate, aluminum sulfate, baking soda], corn syrup solids, egg with sodium silicoaluminate, egg whites, food starch-modified, monocalcium phosphate, mono and diglycerides, modified whey, natural and artificial flavors [contains milk derivatives], nonfat milk, polyglycerol esters of fatty acids and mono-diglycerides, modified corn starch, polysorbate 60, propylene glycol mono and diesters of fatty acids, salt, sodium aluminum phosphate, sodium stearoyl lactylate, soy lecithin, annatto and turmeric extract color, yellow 5, yellow 5 lake, yellow 6, yellow 6 lake, xanthan gum, defatted soy flour), Water, Gluten-Free White Buttercream Frosting (sugar, palm oil, water, corn syrup, corn starch. contains 2% or less of: monoglycerides, cellulose gel, salt, polysorbate 80, sodium acid pyrophosphate, cellulose gum, natural and artificial flavor, citric acid, color [yellows 5 & 6 and other color added]. freshness preserved by potassium sorbate [MAY CONTAIN MILK]), Ground Ginger (ginger, and sulfur dioxide [added to retain color])",Bakery,Bakery,lunch,32,Marciano
Ultimate Fudge Brownie,"Ingredients: Brownie Mix (sugar, enriched bleached flour [wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], palm and soybean oil, cocoa [processed with alkali], less than 2% of: artificial flavor, baking soda, egg whites, salt, wheat protein isolate [MAY CONTAIN MILK]), Water",Bakery,Bakery,lunch,33,Marciano
Vegan Zucchini Bread No Nuts,"Ingredients: Fresh Zucchini, Unsweetened Applesauce (apples, water, ascorbic acid [vitamin c]), Sugar in the Raw (turbinado sugar), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Whole-Wheat Stone-Ground Flour, All Purpose Flour (bleached wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid), Water, Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Dark Seedless Raisins, Vegan Egg Replacer Powder (potato starch, tapioca flour, baking soda, psyllium husk fiber [MAY CONTAIN SESAME SEEDS, SOY, TREENUTS]), Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Baking Soda (sodium bicarbonate), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Ground Cinnamon, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Nutmeg, Ground Cloves",Bakery,Bakery,lunch,34,Marciano
Assorted Cookies ,"Ingredients: Granulated Sugar, Ground Cinnamon, Chocolate Chip Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, palm oil, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], semi-sweet chocolate chips [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, natural flavor, milk], chocolate flavored chips [sugar, fractionated interesterified vegetable fat [palm kernel and/or palm oils], cocoa powder [processed with alkali], dextrose, soy lecithin, polysorbate 60, sorbitan monostearate, natural flavor, salt, vanilla extract, milk], water, eggs, dextrose, contains 2% or less of:  butter [cream [milk], salt], molasses, water, pregelatinized wheat starch, baking soda, salt, natural and artificial flavors [MAY CONTAIN PEANUTS AND TREENUTS]), Oatmeal Raisin Cookies ((sugar, enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], rolled oats, raisins [raisins, sunflower oil], coconut, eggs, invert sugar, contains 2% or less of: water, molasses, dextrose, butter [cream [milk], salt], pregelatinized wheat starch, baking soda, salt, cinnamon, milk protein concentrate, lactose [milk], soy lecithin, artificial flavor, nonfat milk, defatted soy flour [MAY CONTAIN PEANUTS]) ), Sugar Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, mono- and diglycerides, natural flavor[contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], eggs, butter [cream [milk], salt], contains 2% or less of: invert sugar, salt, baking soda, soy lecithin, defatted soy flour. [MAY CONTAIN PEANUTS AND TREENUTS]), Carnival Cookies (enriched bleached flour [bleached wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid], sugar, margarine [palm oil, water, soybean oil, contains 2% or less of: salt, monoanddiglycerides, natural flavors [contains milk], citric acid, vitamin a palmitate added, beta carotene [color]], semi-sweet chocolate chips [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, vanilla extract], colored chocolate candies [semisweet and dark chocolate [sugar, unsweetened chocolate, cocoa butter, dextrose, soy lecithin, natural flavor, milk], sugar, artificial color [titanium dioxide, red 40 lake, yellow 6 lake, yellow 6, yellow 5 lake, yellow 5, blue 1 lake, blue 1, red 3, blue 2 lake], gum acacia, corn syrup, cornstarch, confectioner's glaze [carnauba wax, beeswax, shellac]], eggs, dextrose, contains 2% or less of water, molasses, baking soda, salt, wheat starch, natural and artificial flavor [MAY CONTAIN PEANUTS AND TREENUTS])",Bakery,Bakery,dinner,126,Marciano
